Kategorie,Art,Unterkategorie,Sparte,CategoryEntityName,SubCategoryKey,SubCategoryGroupKey,GroupTypeKey,FormName,CombinedKey
"Immobilien","mit Bebauung","Wohnhaus","Reihenmittelhaus","realestate","withdevelopment","residentialbuilding","terracedmidhouse","realestate-withdevelopment-residentialbuilding-semitdetachedhouse","realestate-withdevelopment-residentialbuilding-terracedmidhouse"
"Verträge","Dienstleistung","Service","Reinigung","contract","service","service","cleaning","contract-service-service-cleaning","contract-service-service-cleaning"
"Mobilität","Personenfahrzeug","Quad","Renn","mobility","passengervehicle","quad","quadrace","mobility-passengervehicle-quad-quad4x4","mobility-passengervehicle-quad-quadrace"
"Mobilität","Fahrrad","Pedelec","Rennrad","mobility","bike","pedelec","pracingbike","mobility-bike-pedelec-pcity","mobility-bike-pedelec-pracingbike"
"Mobilität","Fahrrad","Bike","Rennrad","mobility","bike","bike","racingbike","mobility-bike-bike-city","mobility-bike-bike-racingbike"
"Mobilität","Fahrrad","E-Bike","Rennrad","mobility","bike","ebike","eracingbike","mobility-bike-ebike-ecity","mobility-bike-ebike-eracingbike"
"Verträge","Versicherung","Leben","Rentenversicherung Fonds","contract","insurance","life","pensioninsurancefund","contract-insurance-life-pensioninsurancefund","contract-insurance-life-pensioninsurancefund"
"Verträge","Versicherung","Leben","Rentenversicherung klassisch","contract","insurance","life","pensioninsurance","contract-insurance-life-pensioninsurance","contract-insurance-life-pensioninsurance"
"Finanzkonten","Kredit","Kreditkarte","Revolving","financeaccount","credit","creditcard","revolving","financeaccount-credit-creditcard-prepaid","financeaccount-credit-creditcard-revolving"
"Verträge","Versicherung","Leben","Risiko Lebensversicherung","contract","insurance","life","risklifeinsurance","contract-insurance-life-risklifeinsurance","contract-insurance-life-risklifeinsurance"
"Mobilität","Personenfahrzeug","Quad","Road","mobility","passengervehicle","quad","quadroad","mobility-passengervehicle-quad-quad4x4","mobility-passengervehicle-quad-quadroad"
"Mobilität","Personenfahrzeug","Auto","Roadstar","mobility","passengervehicle","car","roadstar","mobility-passengervehicle-car-convertible","mobility-passengervehicle-car-roadstar"
"Verträge","Darlehen","Immobilie","Rollierende Geldmarktdarlehen","contract","loan","realestate","rollingmarketloans","contract-loan-realestate-callloan","contract-loan-realestate-rollingmarketloans"
"Finanzkonten","Kredit","Kreditkarte","Samsung","financeaccount","credit","creditcard","samsung","financeaccount-systems-paymentsystems-applepay","financeaccount-credit-creditcard-samsung"
"Verträge","Medien","Fernsehen","Satellitenfernsehen","contract","media","television","satellitetv","contract-media-cellular-carphone","contract-media-television-satellitetv"
"Verträge","Dienstleistung","Wartung","Schornsteinfeger","contract","service","maintenance","chimneysweeper","contract-service-maintenance-chimneysweeper","contract-service-maintenance-chimneysweeper"
"Immobilien","mit Bebauung","Garten","Schrebergarten","realestate","withdevelopment","garden","allotmentgarden","realestate-withdevelopment-garden-allotmentgarden","realestate-withdevelopment-garden-allotmentgarden"
"Mobilität","Boot","Segeln","Segelboot","mobility","boat","sailing","sailingboat","mobility-boat-sailing-sailingboat","mobility-boat-sailing-sailingboat"
"Mobilität","Boot","Segeln","Segelyacht","mobility","boat","sailing","sailingyacht","mobility-boat-sailing-sailingboat","mobility-boat-sailing-sailingyacht"
"Mobilität","Personenfahrzeug","Quad","Side by Side","mobility","passengervehicle","quad","quadsidebyside","mobility-passengervehicle-quad-quad4x4","mobility-passengervehicle-quad-quadsidebyside"
"Finanzkonten","Systeme","Bezahlsysteme","Skrill","financeaccount","systems","paymentsystems","skrill","financeaccount-systems-paymentsystems-applepay","financeaccount-systems-paymentsystems-skrill"
"Finanzkonten","Bank","Bankkonto","Sparkonto","financeaccount","bank","bankaccount","savingaccount","financeaccount-bank-bankaccount-savingaccount","financeaccount-bank-bankaccount-savingaccount"
"Mobilität","Fahrrad","Bike","Speed","mobility","bike","bike","speedbike","mobility-bike-bike-city","mobility-bike-bike-speedbike"
"Mobilität","Fahrrad","Pedelec","Speed","mobility","bike","pedelec","pspeedbike","mobility-bike-pedelec-pcity","mobility-bike-pedelec-pspeedbike"
"Mobilität","Fahrrad","E-Bike","Speed","mobility","bike","ebike","espeedbike","mobility-bike-ebike-ecity","mobility-bike-ebike-espeedbike"
"Mobilität","Nutzfahrzeug","Wohnwagen","Sport","mobility","commercialvehicle","caravan","sport","mobility-commercialvehicle-caravan-family","mobility-commercialvehicle-caravan-sport"
"Mobilität","Boot","Motorbetrieben","Sportboot","mobility","boat","motorized","motorboat","mobility-boat-motorized-motorboat","mobility-boat-motorized-motorboat"
"Mobilität","Personenfahrzeug","Motorrad","Srambler","mobility","passengervehicle","motorcycle","srambler","mobility-passengervehicle-motorcycle-srambler","mobility-passengervehicle-motorcycle-srambler"
"Mobilität","Personenfahrzeug","Motorrad","Streetfighter","mobility","passengervehicle","motorcycle","streetfighter","mobility-passengervehicle-motorcycle-streetfighter","mobility-passengervehicle-motorcycle-streetfighter"
"Finanzkonten","Systeme","Bezahlsysteme","Stripe","financeaccount","systems","paymentsystems","stripe","financeaccount-systems-paymentsystems-applepay","financeaccount-systems-paymentsystems-stripe"
"Verträge","Energie","Elektrik","Strom","contract","energy","electric","electricity","contract-energy-electric-electricity","contract-energy-electric-electricity"
"Verträge","Energie","Photovoltaik","Strom","contract","energy","photovoltaic","electricity","contract-energy-heating-districtheating","contract-energy-photovoltaic-electricity"
"Mobilität","Personenfahrzeug","Motorrad","Stuntbike","mobility","passengervehicle","motorcycle","stuntbike","mobility-passengervehicle-motorcycle-stuntbike","mobility-passengervehicle-motorcycle-stuntbike"
"Mobilität","Fahrrad","E-Bike","SUV","mobility","bike","ebike","esuv","mobility-bike-ebike-ecity","mobility-bike-ebike-esuv"
"Mobilität","Fahrrad","Pedelec","SUV","mobility","bike","pedelec","psuv","mobility-bike-pedelec-pcity","mobility-bike-pedelec-psuv"
"Mobilität","Fahrrad","Bike","SUV","mobility","bike","bike","suv","mobility-bike-bike-city","mobility-bike-bike-suv"
"Mobilität","Personenfahrzeug","Auto","SUV","mobility","passengervehicle","car","suv","mobility-passengervehicle-car-convertible","mobility-passengervehicle-car-suv"
"Verträge","Medien","Mobilfunk","Tablet","contract","media","cellular","tablet","contract-media-cellular-carphone","contract-media-cellular-tablet"
"Mobilität","Personenfahrzeug","Wohnmobil","teilintegriert","mobility","passengervehicle","camper","semiintegrated","mobility-passengervehicle-camper-alkoven","mobility-passengervehicle-camper-semiintegrated"
"Verträge","Arbeitsvertrag","Beamter","Teilzeit","contract","employmentcontract","official","halftime","contract-employmentcontract-official-help","contract-employmentcontract-official-halftime"
"Verträge","Arbeitsvertrag","Angestellter","Teilzeit","contract","employmentcontract","employee","halftime","contract-employmentcontract-official-help","contract-employmentcontract-employee-halftime"
"Verträge","Arbeitsvertrag","öffentlicher Dienst","Teilzeit","contract","employmentcontract","publicservice","halftime","contract-employmentcontract-official-help","contract-employmentcontract-publicservice-halftime"
"Verträge","Versicherung","Sach","Tierhalterhaftpflicht","contract","insurance","object","animalownerliability","contract-insurance-object-animalownerliability","contract-insurance-object-animalownerliability"
"Verträge","Versicherung","Sach","Tier OP","contract","insurance","object","animalsurgery","contract-insurance-object-animalsurgery","contract-insurance-object-animalsurgery"
"Verträge","Darlehen","Immobilie","Tilgungsdarlehen","contract","loan","realestate","amortizationloan","contract-loan-realestate-callloan","contract-loan-realestate-amortizationloan"
"Verträge","Kaufvertrag","Gegenstände","Tisch","contract","purchasecontract","objects","table","contract-purchasecontract-car-car","contract-purchasecontract-objects-table"
"Mobilität","Landwirtschaft","Traktor","Träker","mobility","agriculture","tractor","tractor","mobility-agriculture-tractor-tractor","mobility-agriculture-tractor-tractor"
"Verträge","Versicherung","KFZ","Traktor","contract","insurance","car","tractor","contract-insurance-car-motorcycle","contract-insurance-car-tractor"
"Mobilität","Personenfahrzeug","Auto","Transporter","mobility","passengervehicle","car","transporter","mobility-passengervehicle-car-convertible","mobility-passengervehicle-car-transporter"
"Mobilität","Fahrrad","Pedelec","Trekking","mobility","bike","pedelec","ptrekkingbike","mobility-bike-pedelec-pcity","mobility-bike-pedelec-ptrekkingbike"
"Mobilität","Fahrrad","E-Bike","Trekking","mobility","bike","ebike","etrekkingbike","mobility-bike-ebike-ecity","mobility-bike-ebike-etrekkingbike"
"Mobilität","Fahrrad","Bike","Trekking","mobility","bike","bike","trekkingbike","mobility-bike-bike-city","mobility-bike-bike-trekkingbike"
"Mobilität","Personenfahrzeug","Motorrad","Trial","mobility","passengervehicle","motorcycle","trial","mobility-passengervehicle-motorcycle-trial","mobility-passengervehicle-motorcycle-trial"
"Verträge","Kredit","Kredit","Umschuldung","contract","credit","credit","rescheduling","contract-loan-realestate-callloan","contract-credit-credit-rescheduling"
"Verträge","Versicherung","Sach","Umweltschadenhaftpflicht","contract","insurance","object","environmentaldamage","contract-insurance-object-environmentaldamage","contract-insurance-object-environmentaldamage"
"Verträge","Versicherung","Sach","Unfall","contract","insurance","object","accident","contract-insurance-object-accident","contract-insurance-object-accident"
"Mobilität","Personenfahrzeug","Auto","Van","mobility","passengervehicle","car","van","mobility-passengervehicle-car-convertible","mobility-passengervehicle-car-van"
"Verträge","Dienstleistung","Service","Versicherungsmakler","contract","service","service","insurancebroker","contract-service-service-insurancebroker","contract-service-service-insurancebroker"
"Mobilität","Personenfahrzeug","Wohnmobil","vollintegriert","mobility","passengervehicle","camper","fullyintegrated","mobility-passengervehicle-camper-alkoven","mobility-passengervehicle-camper-fullyintegrated"
"Verträge","Arbeitsvertrag","Beamter","Vollzeit","contract","employmentcontract","official","fulltime","contract-employmentcontract-official-help","contract-employmentcontract-official-fulltime"
"Verträge","Arbeitsvertrag","öffentlicher Dienst","Vollzeit","contract","employmentcontract","publicservice","fulltime","contract-employmentcontract-official-help","contract-employmentcontract-publicservice-fulltime"
"Verträge","Arbeitsvertrag","Angestellter","Vollzeit","contract","employmentcontract","employee","fulltime","contract-employmentcontract-official-help","contract-employmentcontract-employee-fulltime"
"Verträge","Dienstleistung","Wartung","Wärmepumpe","contract","service","maintenance","heatpump","contract-service-maintenance-elevator","contract-service-maintenance-heatpump"
"Immobilien","mit Bebauung","Bewirtschaftung","Weide","realestate","withdevelopment","farmland","pasture","realestate-withdevelopment-farmland-pasture","realestate-withdevelopment-farmland-pasture"
"Verträge","Arbeitsvertrag","Beamter","Werkvertrag","contract","employmentcontract","official","workcontract","contract-employmentcontract-official-help","contract-employmentcontract-official-workcontract"
"Verträge","Arbeitsvertrag","Angestellter","Werkvertrag","contract","employmentcontract","employee","workcontract","contract-employmentcontract-official-help","contract-employmentcontract-employee-workcontract"
"Verträge","Arbeitsvertrag","öffentlicher Dienst","Werkvertrag","contract","employmentcontract","publicservice","workcontract","contract-employmentcontract-official-help","contract-employmentcontract-publicservice-workcontract"
"Immobilien","ohne Bebauung","Grund","Wiese","realestate","withoutdevelopment","ground","meadow","realestate-withoutdevelopment-ground-meadow","realestate-withoutdevelopment-ground-meadow"
"Verträge","Versicherung","Sach","Wohngebäude","contract","insurance","object","residentialbuilding","contract-insurance-business-building","contract-insurance-object-residentialbuilding"
"Verträge","Versicherung","KFZ","Wohnmobil","contract","insurance","car","camper","contract-insurance-car-motorcycle","contract-insurance-car-camper"
"Verträge","Mietvertrag","KFZ","Wohnmobil","contract","rentalcontract","car","camper","contract-rentalcontract-car-car","contract-rentalcontract-car-camper"
"Verträge","Kaufvertrag","Immobilie","Wohnung","contract","purchasecontract","realestate","apartment","contract-purchasecontract-car-car","contract-purchasecontract-realestate-apartment"
"Immobilien","mit Bebauung","Wohn + Gewerbehaus","Wohnungen & Gewerbe","realestate","withdevelopment","commercialresidentialbuilding","apartmentscommercialmix","realestate-withdevelopment-residentialbuilding-semitdetachedhouse","realestate-withdevelopment-commercialresidentialbuilding-apartmentscommercialmix"
"Verträge","Mietvertrag","Wohnen","Wohnungsmietvertrag","contract","rentalcontract","reside","apartmentrentalagreement","contract-rentalcontract-car-car","contract-rentalcontract-reside-apartmentrentalagreement"
"Verträge","Kredit","KFZ","Wohnwagen","contract","credit","car","caravan","contract-loan-realestate-callloan","contract-credit-car-caravan"
"Verträge","Versicherung","KFZ","Wohnwagen","contract","insurance","car","caravan","contract-insurance-car-motorcycle","contract-insurance-car-caravan"
"Mobilität","Fahrrad","Pedelec","XXL","mobility","bike","pedelec","pxxl","mobility-bike-pedelec-pcity","mobility-bike-pedelec-pxxl"
"Mobilität","Fahrrad","E-Bike","XXL","mobility","bike","ebike","exxl","mobility-bike-ebike-ecity","mobility-bike-ebike-exxl"
"Mobilität","Fahrrad","Bike","XXL","mobility","bike","bike","xxl","mobility-bike-bike-city","mobility-bike-bike-xxl"
"Mobilität","Boot","Motorbetrieben","Yacht","mobility","boat","motorized","motorboat","mobility-boat-motorized-motorboat","mobility-boat-motorized-motorboat"
"Mobilität","Nutzfahrzeug","Wohnwagen","Zelt","mobility","commercialvehicle","caravan","tent","mobility-commercialvehicle-caravan-family","mobility-commercialvehicle-caravan-tent"
"Immobilien","mit Bebauung","Wohnhaus","Zweifamilienhaus","realestate","withdevelopment","residentialbuilding","twofamilyhouse","realestate-withdevelopment-residentialbuilding-semitdetachedhouse","realestate-withdevelopment-residentialbuilding-twofamilyhouse"
"Mobilität","Nutzfahrzeug","Wohnwagen","Zwei-Personen","mobility","commercialvehicle","caravan","twopersons","mobility-commercialvehicle-caravan-family","mobility-commercialvehicle-caravan-twopersons"
