Kategorie,Art,Unterkategorie,Sparte,CategoryEntityName,SubCategoryKey,SubCategoryGroupKey,GroupTypeKey,FormName,CombinedKey
"Verträge","Dienstleistung","Wartung","Schornsteinfeger","contract","service","maintenance","chimney-sweeper","chimney-sweeper","contract-service-maintenance-chimney-sweeper"
"Immobilien","mit Bebauung","Garten","Schrebergarten","realestate","with-development","garden","allotment-garden","allotment-garden","realestate-with-development-garden-allotment-garden"
"Mobilität","Boot","Segeln","Segelboot","mobility","boat","sailing","sailing-boat","sailboat","mobility-boat-sailing-sailing-boat"
"Mobilität","Boot","Segeln","Segelyacht","mobility","boat","sailing","sailing-yacht","sailboat","mobility-boat-sailing-sailing-yacht"
"Mobilität","Personenfahrzeug","Quad","Side by Side","mobility","passenger-vehicle","quad","quad-side-by-side","quad","mobility-passenger-vehicle-quad-quad-side-by-side"
"Finanzkonten","Systeme","Bezahlsysteme","Skrill","financeaccount","systems","payment-systems","skrill","contract-creditcard-credit-creditcard","financeaccount-systems-payment-systems-skrill"
"Finanzkonten","Bank","Bankkonto","Sparkonto","financeaccount","bank","bank-account","saving-account","contract-savings-savings-savingscontract","financeaccount-bank-bank-account-saving-account"
"Mobilität","Fahrrad","Bike","Speed","mobility","bike","bike","speed-bike","bicycle","mobility-bike-bike-speed-bike"
"Mobilität","Fahrrad","Pedelec","Speed","mobility","bike","pedelec","p-speed-bike","pedelec","mobility-bike-pedelec-p-speed-bike"
"Mobilität","Fahrrad","E-Bike","Speed","mobility","bike","e-bike","e-speed-bike","ebike","mobility-bike-e-bike-e-speed-bike"
"Mobilität","Nutzfahrzeug","Wohnwagen","Sport","mobility","commercial-vehicle","caravan","sport","caravan","mobility-commercial-vehicle-caravan-sport"
"Mobilität","Boot","Motorbetrieben","Sportboot","mobility","boat","motorized","motorboat","motorboat","mobility-boat-motorized-motorboat"
"Mobilität","Personenfahrzeug","Motorrad","Srambler","mobility","passenger-vehicle","motorcycle","srambler","srambler","mobility-passenger-vehicle-motorcycle-srambler"
"Mobilität","Personenfahrzeug","Motorrad","Streetfighter","mobility","passenger-vehicle","motorcycle","streetfighter","streetfighter","mobility-passenger-vehicle-motorcycle-streetfighter"
"Finanzkonten","Systeme","Bezahlsysteme","Stripe","financeaccount","systems","payment-systems","stripe","contract-creditcard-credit-creditcard","financeaccount-systems-payment-systems-stripe"
"Verträge","Energie","Photovoltaik","Strom","contract","energy","photovoltaic","electricity","energy","contract-energy-photovoltaic-electricity"
"Verträge","Energie","Elektrik","Strom","contract","energy","electric","electricity","energy-electric-strom","contract-energy-electric-electricity"
"Mobilität","Personenfahrzeug","Motorrad","Stuntbike","mobility","passenger-vehicle","motorcycle","stuntbike","stuntbike","mobility-passenger-vehicle-motorcycle-stuntbike"
"Mobilität","Fahrrad","E-Bike","SUV","mobility","bike","e-bike","e-suv","ebike","mobility-bike-e-bike-e-suv"
"Mobilität","Fahrrad","Bike","SUV","mobility","bike","bike","suv","bicycle","mobility-bike-bike-suv"
"Mobilität","Fahrrad","Pedelec","SUV","mobility","bike","pedelec","p-suv","pedelec","mobility-bike-pedelec-p-suv"
"Mobilität","Personenfahrzeug","Auto","SUV","mobility","passenger-vehicle","car","suv","car","mobility-passenger-vehicle-car-suv"
"Verträge","Medien","Mobilfunk","Tablet","contract","media","cellular","tablet","contract-media-media-mediacontract","contract-media-cellular-tablet"
"Mobilität","Personenfahrzeug","Wohnmobil","teilintegriert","mobility","passenger-vehicle","camper","semi-integrated","camper","mobility-passenger-vehicle-camper-semi-integrated"
"Verträge","Arbeitsvertrag","Beamter","Teilzeit","contract","employment-contract","official","half-time","employment-contract","contract-employment-contract-official-half-time"
"Verträge","Arbeitsvertrag","öffentlicher Dienst","Teilzeit","contract","employment-contract","public-service","half-time","employment-contract","contract-employment-contract-public-service-half-time"
"Verträge","Arbeitsvertrag","Angestellter","Teilzeit","contract","employment-contract","employee","half-time","employment-contract","contract-employment-contract-employee-half-time"
"Verträge","Versicherung","Sach","Tierhalterhaftpflicht","contract","insurance","object","animal-owner-liability","contract-insurance-liabilitypet-liabilitypetcontract","contract-insurance-object-animal-owner-liability"
"Verträge","Versicherung","Sach","Tier OP","contract","insurance","object","animal-surgery","contract-insurance-pet-petcontract","contract-insurance-object-animal-surgery"
"Verträge","Darlehen","Immobilie","Tilgungsdarlehen","contract","loan","realestate","amortization-loan","contract-loan-credit-creditcontract","contract-loan-realestate-amortization-loan"
"Verträge","Kaufvertrag","Gegenstände","Tisch","contract","purchase-contract","objects","table","contract-sale-sale-salecontract","contract-purchase-contract-objects-table"
"Mobilität","Landwirtschaft","Traktor","Träker","mobility","agriculture","tractor","tractor","tractor","mobility-agriculture-tractor-tractor"
"Verträge","Versicherung","KFZ","Traktor","contract","insurance","car","tractor","contract-insurance-automobile-automobilecontract","contract-insurance-car-tractor"
"Mobilität","Personenfahrzeug","Auto","Transporter","mobility","passenger-vehicle","car","transporter","car","mobility-passenger-vehicle-car-transporter"
"Mobilität","Fahrrad","Bike","Trekking","mobility","bike","bike","trekking-bike","bicycle","mobility-bike-bike-trekking-bike"
"Mobilität","Fahrrad","E-Bike","Trekking","mobility","bike","e-bike","e-trekking-bike","ebike","mobility-bike-e-bike-e-trekking-bike"
"Mobilität","Fahrrad","Pedelec","Trekking","mobility","bike","pedelec","p-trekking-bike","pedelec","mobility-bike-pedelec-p-trekking-bike"
"Mobilität","Personenfahrzeug","Motorrad","Trial","mobility","passenger-vehicle","motorcycle","trial","trial","mobility-passenger-vehicle-motorcycle-trial"
"Verträge","Kredit","Kredit","Umschuldung","contract","credit","credit","rescheduling","contract-loan-credit-creditcontract","contract-credit-credit-rescheduling"
"Verträge","Versicherung","Sach","Umweltschadenhaftpflicht","contract","insurance","object","environmental-damage","contract-insurance-environmentaldamage-environmentaldamagecontract","contract-insurance-object-environmental-damage"
"Verträge","Versicherung","Sach","Unfall","contract","insurance","object","accident","contract-insurance-accident-accidentcontract","contract-insurance-object-accident"
"Mobilität","Personenfahrzeug","Auto","Van","mobility","passenger-vehicle","car","van","car","mobility-passenger-vehicle-car-van"
"Verträge","Dienstleistung","Service","Versicherungsmakler","contract","service","service","insurance-broker","contract-insurance-broker-brokercontract","contract-service-service-insurance-broker"
"Mobilität","Personenfahrzeug","Wohnmobil","vollintegriert","mobility","passenger-vehicle","camper","fully-integrated","camper","mobility-passenger-vehicle-camper-fully-integrated"
"Verträge","Arbeitsvertrag","Angestellter","Vollzeit","contract","employment-contract","employee","full-time","employment-contract","contract-employment-contract-employee-full-time"
"Verträge","Arbeitsvertrag","Beamter","Vollzeit","contract","employment-contract","official","full-time","employment-contract","contract-employment-contract-official-full-time"
"Verträge","Arbeitsvertrag","öffentlicher Dienst","Vollzeit","contract","employment-contract","public-service","full-time","employment-contract","contract-employment-contract-public-service-full-time"
"Verträge","Dienstleistung","Wartung","Wärmepumpe","contract","service","maintenance","heat-pump","contract-service-maintenance-maintenancecontract","contract-service-maintenance-heat-pump"
"Immobilien","mit Bebauung","Bewirtschaftung","Weide","realestate","with-development","farmland","pasture","pasture","realestate-with-development-farmland-pasture"
"Verträge","Arbeitsvertrag","Angestellter","Werkvertrag","contract","employment-contract","employee","work-contract","employment-contract","contract-employment-contract-employee-work-contract"
"Verträge","Arbeitsvertrag","Beamter","Werkvertrag","contract","employment-contract","official","work-contract","employment-contract","contract-employment-contract-official-work-contract"
"Verträge","Arbeitsvertrag","öffentlicher Dienst","Werkvertrag","contract","employment-contract","public-service","work-contract","employment-contract","contract-employment-contract-public-service-work-contract"
"Immobilien","ohne Bebauung","Grund","Wiese","realestate","without-development","ground","meadow","meadow","realestate-without-development-ground-meadow"
"Verträge","Versicherung","Sach","Wohngebäude","contract","insurance","object","residential-building","contract-insurance-residential-residentialcontract","contract-insurance-object-residential-building"
"Verträge","Mietvertrag","KFZ","Wohnmobil","contract","rental-contract","car","camper","contract-lease-lease-leasecontract","contract-rental-contract-car-camper"
"Verträge","Versicherung","KFZ","Wohnmobil","contract","insurance","car","camper","contract-insurance-automobile-automobilecontract","contract-insurance-car-camper"
"Verträge","Kaufvertrag","Immobilie","Wohnung","contract","purchase-contract","realestate","apartment","contract-sale-sale-salecontract","contract-purchase-contract-realestate-apartment"
"Immobilien","mit Bebauung","Wohn + Gewerbehaus","Wohnungen & Gewerbe","realestate","with-development","commercial-residential-building","apartments-commercial-mix","commercial-residential-property","realestate-with-development-commercial-residential-building-apartments-commercial-mix"
"Verträge","Mietvertrag","Wohnen","Wohnungsmietvertrag","contract","rental-contract","reside","apartment-rental-agreement","contract-lease-lease-leasecontract","contract-rental-contract-reside-apartment-rental-agreement"
"Verträge","Kredit","KFZ","Wohnwagen","contract","credit","car","caravan","contract-loan-credit-creditcontract","contract-credit-car-caravan"
"Verträge","Versicherung","KFZ","Wohnwagen","contract","insurance","car","caravan","contract-insurance-automobile-automobilecontract","contract-insurance-car-caravan"
"Mobilität","Fahrrad","Pedelec","XXL","mobility","bike","pedelec","p-xxl","pedelec","mobility-bike-pedelec-p-xxl"
"Mobilität","Fahrrad","Bike","XXL","mobility","bike","bike","xxl","bicycle","mobility-bike-bike-xxl"
"Mobilität","Fahrrad","E-Bike","XXL","mobility","bike","e-bike","e-xxl","ebike","mobility-bike-e-bike-e-xxl"
"Mobilität","Boot","Motorbetrieben","Yacht","mobility","boat","motorized","motorboat","motorboat","mobility-boat-motorized-motorboat"
"Mobilität","Nutzfahrzeug","Wohnwagen","Zelt","mobility","commercial-vehicle","caravan","tent","caravan","mobility-commercial-vehicle-caravan-tent"
"Immobilien","mit Bebauung","Wohnhaus","Zweifamilienhaus","realestate","with-development","residential-building","two-family-house","commercial-residential-property","realestate-with-development-residential-building-two-family-house"
"Mobilität","Nutzfahrzeug","Wohnwagen","Zwei-Personen","mobility","commercial-vehicle","caravan","two-persons","caravan","mobility-commercial-vehicle-caravan-two-persons"
